road_id,hour,speed,congestion_status
Tem-Kavacik,10,43,NORMAL
Levent-Buyukdere,0,74,NORMAL
Bagdat-Caddesi,7,19,LOCKED
Sahil-Kennedy,10,52,NORMAL
Levent-Buyukdere,9,6,HEAVY
Sahil-Kennedy,22,94,NORMAL
Minibus-Yolu,19,29,HEAVY
Kadikoy-Center,21,71,NORMAL
Bagdat-Caddesi,15,81,NORMAL
Tem-Seyrantepe,22,91,NORMAL
Haliç-Bridge,8,6,HEAVY
Kadikoy-Center,8,55,NORMAL
Tem-Seyrantepe,23,80,NORMAL
E5-Bridge,4,89,NORMAL
E5-Bridge,3,113,NORMAL
Levent-Buyukdere,5,91,NORMAL
Haliç-Bridge,9,9,HEAVY
Basin-Ekspres,2,93,NORMAL
Haliç-Bridge,21,78,NORMAL
Sahil-Kennedy,16,117,NORMAL
Kadikoy-Center,18,19,HEAVY
Kadikoy-Center,20,28,LOCKED
Tem-Kavacik,11,113,NORMAL
Besiktas-Coast,11,118,NORMAL
Besiktas-Coast,22,116,NORMAL
Tem-Kavacik,11,74,NORMAL
Kadikoy-Center,14,90,NORMAL
Besiktas-Coast,3,76,NORMAL
Tem-Kavacik,13,117,NORMAL
Minibus-Yolu,11,119,NORMAL
Basin-Ekspres,17,8,HEAVY
Besiktas-Coast,18,28,LOCKED
Minibus-Yolu,5,107,NORMAL
E5-Beylikduzu,22,75,NORMAL
Tem-Kavacik,1,70,NORMAL
Basin-Ekspres,12,112,NORMAL
E5-Bridge,9,14,LOCKED
E5-Beylikduzu,20,9,LOCKED
Minibus-Yolu,22,17,HEAVY
Levent-Buyukdere,15,91,NORMAL
Sahil-Kennedy,4,38,HEAVY
Haliç-Bridge,22,72,NORMAL
Tem-Kavacik,18,19,LOCKED
Tem-Kavacik,14,81,NORMAL
Kadikoy-Center,3,24,HEAVY
Bagdat-Caddesi,12,78,NORMAL
Basin-Ekspres,2,91,NORMAL
Sahil-Kennedy,4,82,NORMAL
Levent-Buyukdere,8,60,NORMAL
Tem-Seyrantepe,23,70,NORMAL
Bagdat-Caddesi,15,80,NORMAL
Levent-Buyukdere,0,112,NORMAL
Levent-Buyukdere,6,104,NORMAL
Haliç-Bridge,17,8,LOCKED
Tem-Kavacik,14,116,NORMAL
Sahil-Kennedy,0,83,NORMAL
Tem-Kavacik,14,18,HEAVY
Besiktas-Coast,12,74,NORMAL
Minibus-Yolu,23,24,HEAVY
Levent-Buyukdere,17,60,NORMAL
Tem-Seyrantepe,1,87,NORMAL
Tem-Seyrantepe,12,103,NORMAL
E5-Beylikduzu,0,105,NORMAL
Sahil-Kennedy,20,28,LOCKED
Haliç-Bridge,13,95,NORMAL
Tem-Seyrantepe,7,24,HEAVY
Bagdat-Caddesi,13,20,HEAVY
Levent-Buyukdere,15,101,NORMAL
Minibus-Yolu,15,34,HEAVY
Tem-Kavacik,20,31,NORMAL
Tem-Seyrantepe,19,16,LOCKED
Levent-Buyukdere,2,115,NORMAL
Levent-Buyukdere,18,15,HEAVY
Kadikoy-Center,4,101,NORMAL
Tem-Seyrantepe,6,99,NORMAL
Kadikoy-Center,5,111,NORMAL
E5-Beylikduzu,12,100,NORMAL
Bagdat-Caddesi,19,5,HEAVY
Tem-Kavacik,17,29,LOCKED
Tem-Seyrantepe,9,22,HEAVY
Levent-Buyukdere,23,20,HEAVY
Sahil-Kennedy,7,25,HEAVY
Levent-Buyukdere,12,113,NORMAL
Basin-Ekspres,19,11,LOCKED
Tem-Kavacik,19,46,NORMAL
Haliç-Bridge,21,117,NORMAL
Minibus-Yolu,23,77,NORMAL
Tem-Kavacik,20,48,NORMAL
Besiktas-Coast,20,25,LOCKED
Bagdat-Caddesi,8,5,HEAVY
Kadikoy-Center,6,77,NORMAL
Haliç-Bridge,17,47,NORMAL
E5-Bridge,18,18,LOCKED
Basin-Ekspres,11,88,NORMAL
Kadikoy-Center,0,118,NORMAL
E5-Beylikduzu,15,102,NORMAL
E5-Beylikduzu,21,92,NORMAL
Besiktas-Coast,21,110,NORMAL
E5-Beylikduzu,10,20,HEAVY
Tem-Seyrantepe,20,30,HEAVY
Haliç-Bridge,14,88,NORMAL
Besiktas-Coast,10,51,NORMAL
Besiktas-Coast,3,103,NORMAL
Kadikoy-Center,18,28,HEAVY
E5-Beylikduzu,7,22,LOCKED
E5-Beylikduzu,10,49,NORMAL
Basin-Ekspres,18,21,LOCKED
Besiktas-Coast,19,40,NORMAL
E5-Beylikduzu,2,89,NORMAL
Tem-Kavacik,22,38,HEAVY
Besiktas-Coast,2,104,NORMAL
E5-Bridge,14,18,HEAVY
Basin-Ekspres,20,33,NORMAL
Besiktas-Coast,4,88,NORMAL
Basin-Ekspres,6,73,NORMAL
Sahil-Kennedy,7,51,NORMAL
Sahil-Kennedy,9,55,NORMAL
Levent-Buyukdere,18,12,HEAVY
Bagdat-Caddesi,9,11,LOCKED
Bagdat-Caddesi,15,113,NORMAL
Kadikoy-Center,7,57,NORMAL
Bagdat-Caddesi,3,111,NORMAL
Bagdat-Caddesi,15,32,HEAVY
Bagdat-Caddesi,13,75,NORMAL
E5-Beylikduzu,19,17,HEAVY
E5-Bridge,22,96,NORMAL
Basin-Ekspres,16,107,NORMAL
Basin-Ekspres,10,23,HEAVY
Tem-Seyrantepe,9,9,LOCKED
Haliç-Bridge,17,11,HEAVY
Haliç-Bridge,2,81,NORMAL
Bagdat-Caddesi,18,33,NORMAL
Tem-Seyrantepe,1,120,NORMAL
Tem-Kavacik,12,79,NORMAL
Basin-Ekspres,13,82,NORMAL
Sahil-Kennedy,20,39,NORMAL
E5-Bridge,4,105,NORMAL
Levent-Buyukdere,5,81,NORMAL
Tem-Seyrantepe,3,76,NORMAL
Levent-Buyukdere,12,78,NORMAL
Haliç-Bridge,5,113,NORMAL
Minibus-Yolu,8,59,NORMAL
Minibus-Yolu,20,32,NORMAL
Basin-Ekspres,22,72,NORMAL
Basin-Ekspres,11,97,NORMAL
Sahil-Kennedy,6,82,NORMAL
Haliç-Bridge,3,85,NORMAL
Kadikoy-Center,17,15,LOCKED
Levent-Buyukdere,0,106,NORMAL
Bagdat-Caddesi,6,107,NORMAL
Minibus-Yolu,2,108,NORMAL
Kadikoy-Center,9,53,NORMAL
Tem-Kavacik,5,20,HEAVY
Basin-Ekspres,20,11,HEAVY
Haliç-Bridge,1,95,NORMAL
E5-Bridge,8,43,NORMAL
Tem-Kavacik,16,80,NORMAL
Besiktas-Coast,8,49,NORMAL
Haliç-Bridge,0,111,NORMAL
Tem-Seyrantepe,21,106,NORMAL
Kadikoy-Center,3,106,NORMAL
Haliç-Bridge,6,34,HEAVY
Haliç-Bridge,0,97,NORMAL
Bagdat-Caddesi,20,7,HEAVY
Bagdat-Caddesi,21,86,NORMAL
Kadikoy-Center,8,18,LOCKED
Tem-Kavacik,21,91,NORMAL
E5-Beylikduzu,12,70,NORMAL
Haliç-Bridge,22,97,NORMAL
Besiktas-Coast,7,14,LOCKED
Tem-Seyrantepe,7,19,HEAVY
Haliç-Bridge,5,71,NORMAL
Tem-Seyrantepe,18,56,NORMAL
Basin-Ekspres,7,5,HEAVY
Haliç-Bridge,3,100,NORMAL
Tem-Seyrantepe,8,19,HEAVY
Besiktas-Coast,18,33,NORMAL
Bagdat-Caddesi,3,94,NORMAL
Sahil-Kennedy,21,103,NORMAL
Bagdat-Caddesi,3,118,NORMAL
Haliç-Bridge,10,13,HEAVY
Besiktas-Coast,15,100,NORMAL
Basin-Ekspres,14,95,NORMAL
Haliç-Bridge,21,78,NORMAL
Tem-Kavacik,12,109,NORMAL
Tem-Seyrantepe,20,8,LOCKED
Tem-Seyrantepe,19,8,LOCKED
Levent-Buyukdere,21,33,HEAVY
Tem-Kavacik,22,79,NORMAL
Haliç-Bridge,2,109,NORMAL
Levent-Buyukdere,4,98,NORMAL
Tem-Kavacik,22,70,NORMAL
Tem-Kavacik,5,84,NORMAL
Levent-Buyukdere,10,34,NORMAL
Besiktas-Coast,12,103,NORMAL
Basin-Ekspres,5,108,NORMAL
Tem-Kavacik,17,8,HEAVY
Haliç-Bridge,22,72,NORMAL
Tem-Seyrantepe,0,109,NORMAL
Sahil-Kennedy,12,117,NORMAL
Minibus-Yolu,21,102,NORMAL
Minibus-Yolu,11,111,NORMAL
Tem-Seyrantepe,14,113,NORMAL
Besiktas-Coast,3,73,NORMAL
Basin-Ekspres,14,120,NORMAL
Sahil-Kennedy,18,11,LOCKED
Minibus-Yolu,7,48,NORMAL
E5-Bridge,2,72,NORMAL
E5-Beylikduzu,12,112,NORMAL
Besiktas-Coast,7,21,HEAVY
Minibus-Yolu,21,25,HEAVY
Sahil-Kennedy,16,81,NORMAL
Tem-Seyrantepe,0,111,NORMAL
Bagdat-Caddesi,9,59,NORMAL
Kadikoy-Center,6,86,NORMAL
Besiktas-Coast,16,92,NORMAL
Kadikoy-Center,16,76,NORMAL
Sahil-Kennedy,4,74,NORMAL
Haliç-Bridge,6,83,NORMAL
Sahil-Kennedy,14,75,NORMAL
Besiktas-Coast,1,108,NORMAL
Kadikoy-Center,15,120,NORMAL
Basin-Ekspres,12,119,NORMAL
Bagdat-Caddesi,3,96,NORMAL
Kadikoy-Center,10,32,NORMAL
Basin-Ekspres,21,84,NORMAL
E5-Bridge,19,13,HEAVY
Basin-Ekspres,4,72,NORMAL
Tem-Kavacik,6,28,HEAVY
Levent-Buyukdere,6,101,NORMAL
Levent-Buyukdere,6,75,NORMAL
Minibus-Yolu,12,108,NORMAL
E5-Beylikduzu,20,9,LOCKED
Basin-Ekspres,10,51,NORMAL
Basin-Ekspres,19,29,HEAVY
Besiktas-Coast,17,21,HEAVY
Basin-Ekspres,18,18,LOCKED
E5-Beylikduzu,5,74,NORMAL
Levent-Buyukdere,7,54,NORMAL
Basin-Ekspres,4,71,NORMAL
Kadikoy-Center,14,93,NORMAL
Kadikoy-Center,6,97,NORMAL
Basin-Ekspres,19,11,LOCKED
E5-Beylikduzu,3,93,NORMAL
Basin-Ekspres,17,26,LOCKED
Besiktas-Coast,5,71,NORMAL
Bagdat-Caddesi,23,80,NORMAL
E5-Bridge,11,89,NORMAL
Kadikoy-Center,18,39,NORMAL
Haliç-Bridge,11,83,NORMAL
E5-Beylikduzu,6,111,NORMAL
Besiktas-Coast,19,56,NORMAL
E5-Beylikduzu,21,70,NORMAL
Bagdat-Caddesi,9,12,HEAVY
Levent-Buyukdere,23,89,NORMAL
E5-Beylikduzu,21,83,NORMAL
Sahil-Kennedy,19,46,NORMAL
E5-Beylikduzu,1,81,NORMAL
E5-Beylikduzu,11,91,NORMAL
Bagdat-Caddesi,2,100,NORMAL
E5-Beylikduzu,19,9,HEAVY
Minibus-Yolu,11,116,NORMAL
Sahil-Kennedy,23,36,HEAVY
E5-Bridge,11,115,NORMAL
Haliç-Bridge,2,31,HEAVY
Basin-Ekspres,15,92,NORMAL
Sahil-Kennedy,10,16,LOCKED
Tem-Kavacik,20,35,NORMAL
Bagdat-Caddesi,1,86,NORMAL
Minibus-Yolu,17,19,LOCKED
Basin-Ekspres,18,6,LOCKED
E5-Bridge,23,113,NORMAL
E5-Beylikduzu,9,12,HEAVY
Kadikoy-Center,20,29,LOCKED
Basin-Ekspres,8,14,HEAVY
Tem-Seyrantepe,0,102,NORMAL
Basin-Ekspres,1,71,NORMAL
E5-Beylikduzu,12,86,NORMAL
Tem-Seyrantepe,8,50,NORMAL
Levent-Buyukdere,2,111,NORMAL
Kadikoy-Center,21,74,NORMAL
Tem-Seyrantepe,14,85,NORMAL
Haliç-Bridge,6,86,NORMAL
Kadikoy-Center,20,13,LOCKED
Sahil-Kennedy,12,119,NORMAL
E5-Bridge,13,98,NORMAL
Besiktas-Coast,6,106,NORMAL
Levent-Buyukdere,12,73,NORMAL
E5-Bridge,17,57,NORMAL
Minibus-Yolu,18,53,NORMAL
Tem-Seyrantepe,23,70,NORMAL
Basin-Ekspres,9,29,LOCKED
Bagdat-Caddesi,3,101,NORMAL
Tem-Seyrantepe,2,104,NORMAL
Sahil-Kennedy,10,49,NORMAL
Minibus-Yolu,0,111,NORMAL
Kadikoy-Center,1,115,NORMAL
E5-Beylikduzu,3,79,NORMAL
Minibus-Yolu,8,23,LOCKED
Levent-Buyukdere,18,10,HEAVY
Sahil-Kennedy,4,86,NORMAL
Sahil-Kennedy,13,117,NORMAL
Besiktas-Coast,22,111,NORMAL
Levent-Buyukdere,23,79,NORMAL
E5-Bridge,19,5,HEAVY
Levent-Buyukdere,13,106,NORMAL
Basin-Ekspres,9,30,LOCKED
Sahil-Kennedy,14,86,NORMAL
Kadikoy-Center,6,75,NORMAL
E5-Beylikduzu,16,111,NORMAL
Basin-Ekspres,16,120,NORMAL
Tem-Seyrantepe,16,88,NORMAL
Kadikoy-Center,14,90,NORMAL
Haliç-Bridge,2,106,NORMAL
Tem-Seyrantepe,3,108,NORMAL
Tem-Kavacik,12,28,HEAVY
Levent-Buyukdere,21,110,NORMAL
Bagdat-Caddesi,7,22,LOCKED
E5-Beylikduzu,8,11,HEAVY
E5-Beylikduzu,11,107,NORMAL
Tem-Seyrantepe,8,34,NORMAL
Minibus-Yolu,22,120,NORMAL
Basin-Ekspres,9,6,HEAVY
Bagdat-Caddesi,20,13,LOCKED
Sahil-Kennedy,3,70,NORMAL
E5-Bridge,2,80,NORMAL
Sahil-Kennedy,4,113,NORMAL
Kadikoy-Center,2,82,NORMAL
E5-Bridge,20,13,LOCKED
Kadikoy-Center,10,24,LOCKED
Bagdat-Caddesi,7,26,LOCKED
E5-Bridge,19,51,NORMAL
Haliç-Bridge,12,77,NORMAL
E5-Beylikduzu,13,81,NORMAL
Besiktas-Coast,10,27,HEAVY
Levent-Buyukdere,17,51,NORMAL
Kadikoy-Center,21,119,NORMAL
E5-Bridge,19,10,HEAVY
E5-Bridge,8,6,LOCKED
Haliç-Bridge,2,105,NORMAL
Levent-Buyukdere,12,71,NORMAL
Basin-Ekspres,1,86,NORMAL
Kadikoy-Center,0,78,NORMAL
Haliç-Bridge,1,106,NORMAL
Besiktas-Coast,1,109,NORMAL
E5-Bridge,4,98,NORMAL
Tem-Kavacik,10,54,NORMAL
Tem-Seyrantepe,5,87,NORMAL
E5-Bridge,5,93,NORMAL
Tem-Seyrantepe,17,54,NORMAL
Sahil-Kennedy,22,103,NORMAL
Kadikoy-Center,14,114,NORMAL
E5-Beylikduzu,11,101,NORMAL
Levent-Buyukdere,5,104,NORMAL
Levent-Buyukdere,2,78,NORMAL
E5-Bridge,6,91,NORMAL
Haliç-Bridge,4,104,NORMAL
E5-Bridge,10,5,LOCKED
Bagdat-Caddesi,1,72,NORMAL
E5-Bridge,10,60,NORMAL
E5-Beylikduzu,6,112,NORMAL
Kadikoy-Center,19,52,NORMAL
E5-Beylikduzu,15,88,NORMAL
Basin-Ekspres,15,15,HEAVY
Levent-Buyukdere,12,120,NORMAL
Tem-Seyrantepe,8,34,NORMAL
Levent-Buyukdere,0,107,NORMAL
E5-Bridge,12,87,NORMAL
Haliç-Bridge,3,34,HEAVY
Sahil-Kennedy,21,33,HEAVY
Levent-Buyukdere,0,110,NORMAL
Sahil-Kennedy,7,24,HEAVY
E5-Bridge,12,116,NORMAL
Besiktas-Coast,3,79,NORMAL
Tem-Kavacik,15,29,HEAVY
E5-Beylikduzu,19,5,HEAVY
Tem-Seyrantepe,15,85,NORMAL
Kadikoy-Center,21,115,NORMAL
Tem-Seyrantepe,23,110,NORMAL
Minibus-Yolu,9,23,LOCKED
Haliç-Bridge,2,108,NORMAL
Basin-Ekspres,21,83,NORMAL
Levent-Buyukdere,16,102,NORMAL
Haliç-Bridge,14,87,NORMAL
E5-Beylikduzu,14,114,NORMAL
E5-Beylikduzu,12,74,NORMAL
Bagdat-Caddesi,3,117,NORMAL
Sahil-Kennedy,6,105,NORMAL
Sahil-Kennedy,0,98,NORMAL
Kadikoy-Center,3,117,NORMAL
Tem-Seyrantepe,10,20,LOCKED
Tem-Seyrantepe,12,108,NORMAL
Haliç-Bridge,8,13,HEAVY
Minibus-Yolu,0,104,NORMAL
Besiktas-Coast,4,76,NORMAL
E5-Beylikduzu,10,54,NORMAL
Levent-Buyukdere,18,15,LOCKED
Tem-Kavacik,23,82,NORMAL
Tem-Kavacik,2,105,NORMAL
E5-Beylikduzu,7,31,NORMAL
E5-Beylikduzu,4,112,NORMAL
E5-Bridge,23,70,NORMAL
E5-Beylikduzu,1,87,NORMAL
Tem-Kavacik,18,25,LOCKED
Besiktas-Coast,2,99,NORMAL
Basin-Ekspres,4,88,NORMAL
E5-Beylikduzu,10,5,LOCKED
Tem-Seyrantepe,4,102,NORMAL
Levent-Buyukdere,3,21,HEAVY
Tem-Kavacik,1,110,NORMAL
Tem-Seyrantepe,11,115,NORMAL
Minibus-Yolu,10,28,HEAVY
Haliç-Bridge,15,76,NORMAL
E5-Bridge,10,59,NORMAL
Minibus-Yolu,15,77,NORMAL
Kadikoy-Center,18,16,HEAVY
E5-Bridge,9,25,HEAVY
Tem-Seyrantepe,2,91,NORMAL
Bagdat-Caddesi,1,115,NORMAL
E5-Beylikduzu,18,31,NORMAL
E5-Bridge,0,77,NORMAL
Tem-Kavacik,3,104,NORMAL
Minibus-Yolu,0,111,NORMAL
Levent-Buyukdere,4,107,NORMAL
Kadikoy-Center,23,93,NORMAL
Minibus-Yolu,6,92,NORMAL
E5-Beylikduzu,19,59,NORMAL
Tem-Seyrantepe,18,19,LOCKED
E5-Beylikduzu,14,87,NORMAL
Haliç-Bridge,5,73,NORMAL
Besiktas-Coast,11,74,NORMAL
Levent-Buyukdere,12,34,HEAVY
Basin-Ekspres,7,8,LOCKED
Levent-Buyukdere,0,110,NORMAL
E5-Beylikduzu,17,11,HEAVY
Bagdat-Caddesi,5,110,NORMAL
Bagdat-Caddesi,3,102,NORMAL
Levent-Buyukdere,8,18,HEAVY
Tem-Seyrantepe,9,29,LOCKED
Haliç-Bridge,5,90,NORMAL
Minibus-Yolu,1,70,NORMAL
Tem-Kavacik,23,105,NORMAL
E5-Beylikduzu,7,19,HEAVY
Sahil-Kennedy,0,103,NORMAL
Haliç-Bridge,17,7,HEAVY
Tem-Seyrantepe,11,101,NORMAL
E5-Bridge,8,37,NORMAL
E5-Bridge,0,85,NORMAL
Kadikoy-Center,23,103,NORMAL
E5-Beylikduzu,4,120,NORMAL
Sahil-Kennedy,10,18,LOCKED
Sahil-Kennedy,6,93,NORMAL
Tem-Seyrantepe,4,104,NORMAL
Besiktas-Coast,7,11,HEAVY
Tem-Seyrantepe,15,82,NORMAL
Sahil-Kennedy,17,27,HEAVY
Levent-Buyukdere,13,94,NORMAL
Bagdat-Caddesi,3,92,NORMAL
Haliç-Bridge,4,113,NORMAL
Haliç-Bridge,19,51,NORMAL
E5-Beylikduzu,14,120,NORMAL
Minibus-Yolu,16,94,NORMAL
Tem-Kavacik,6,118,NORMAL
Kadikoy-Center,20,14,LOCKED
Sahil-Kennedy,15,88,NORMAL
E5-Beylikduzu,19,17,HEAVY
Minibus-Yolu,14,100,NORMAL
Haliç-Bridge,10,18,HEAVY
Haliç-Bridge,21,76,NORMAL
Haliç-Bridge,8,10,HEAVY
Bagdat-Caddesi,1,95,NORMAL
Sahil-Kennedy,22,87,NORMAL
Sahil-Kennedy,16,114,NORMAL
E5-Beylikduzu,7,28,LOCKED
Besiktas-Coast,12,99,NORMAL
Bagdat-Caddesi,19,13,HEAVY
E5-Bridge,11,12,HEAVY
Tem-Seyrantepe,4,120,NORMAL
Sahil-Kennedy,15,80,NORMAL
Tem-Kavacik,10,39,NORMAL
Levent-Buyukdere,12,93,NORMAL
Besiktas-Coast,10,12,LOCKED
Bagdat-Caddesi,16,70,NORMAL
Levent-Buyukdere,20,9,HEAVY
Tem-Seyrantepe,12,76,NORMAL
Haliç-Bridge,5,85,NORMAL
Minibus-Yolu,18,16,HEAVY
Basin-Ekspres,12,103,NORMAL
Kadikoy-Center,18,29,LOCKED
E5-Bridge,5,72,NORMAL
Minibus-Yolu,8,47,NORMAL
Basin-Ekspres,13,74,NORMAL
Minibus-Yolu,2,105,NORMAL
Minibus-Yolu,20,9,LOCKED
E5-Bridge,18,22,LOCKED
Besiktas-Coast,3,90,NORMAL
Levent-Buyukdere,2,91,NORMAL
Besiktas-Coast,17,8,HEAVY
Tem-Seyrantepe,13,103,NORMAL
Basin-Ekspres,20,7,LOCKED
E5-Bridge,8,58,NORMAL
Minibus-Yolu,10,8,HEAVY
Levent-Buyukdere,21,81,NORMAL
Tem-Seyrantepe,21,114,NORMAL
E5-Beylikduzu,11,89,NORMAL
E5-Beylikduzu,18,49,NORMAL
E5-Beylikduzu,9,12,HEAVY
Bagdat-Caddesi,23,111,NORMAL
Haliç-Bridge,2,117,NORMAL
E5-Beylikduzu,7,7,LOCKED
Levent-Buyukdere,7,28,LOCKED
Kadikoy-Center,15,101,NORMAL
Besiktas-Coast,9,34,NORMAL
Basin-Ekspres,15,40,HEAVY
Tem-Kavacik,2,70,NORMAL
E5-Beylikduzu,7,23,HEAVY
Minibus-Yolu,16,36,HEAVY
Levent-Buyukdere,14,86,NORMAL
E5-Bridge,19,9,HEAVY
E5-Bridge,16,115,NORMAL
Minibus-Yolu,10,31,NORMAL
Tem-Seyrantepe,8,21,LOCKED
Basin-Ekspres,9,58,NORMAL
E5-Beylikduzu,8,30,NORMAL
Basin-Ekspres,14,88,NORMAL
Tem-Seyrantepe,3,99,NORMAL
Bagdat-Caddesi,4,114,NORMAL
E5-Bridge,19,52,NORMAL
Bagdat-Caddesi,21,76,NORMAL
Minibus-Yolu,14,20,HEAVY
Tem-Kavacik,6,101,NORMAL
Sahil-Kennedy,19,50,NORMAL
Tem-Kavacik,12,80,NORMAL
Basin-Ekspres,5,98,NORMAL
Kadikoy-Center,23,84,NORMAL
E5-Bridge,19,17,LOCKED
Basin-Ekspres,21,78,NORMAL
Basin-Ekspres,20,55,NORMAL
Besiktas-Coast,22,115,NORMAL
Tem-Kavacik,11,93,NORMAL
Basin-Ekspres,1,115,NORMAL
E5-Bridge,3,89,NORMAL
E5-Beylikduzu,14,102,NORMAL
E5-Beylikduzu,2,109,NORMAL
Minibus-Yolu,9,55,NORMAL
Minibus-Yolu,21,81,NORMAL
E5-Bridge,9,23,HEAVY
Tem-Seyrantepe,18,60,NORMAL
Haliç-Bridge,20,7,LOCKED
E5-Bridge,3,73,NORMAL
Levent-Buyukdere,16,25,HEAVY
Bagdat-Caddesi,2,26,HEAVY
Tem-Kavacik,20,5,HEAVY
Tem-Seyrantepe,11,76,NORMAL
E5-Beylikduzu,13,74,NORMAL
E5-Beylikduzu,12,86,NORMAL
E5-Bridge,20,40,NORMAL
Besiktas-Coast,23,31,HEAVY
Bagdat-Caddesi,17,5,HEAVY
Bagdat-Caddesi,12,84,NORMAL
Haliç-Bridge,13,81,NORMAL
Haliç-Bridge,3,105,NORMAL
Besiktas-Coast,17,10,HEAVY
Kadikoy-Center,23,100,NORMAL
Besiktas-Coast,0,104,NORMAL
Haliç-Bridge,15,37,HEAVY
Sahil-Kennedy,15,99,NORMAL
Besiktas-Coast,14,120,NORMAL
Besiktas-Coast,16,99,NORMAL
Bagdat-Caddesi,5,23,HEAVY
Haliç-Bridge,9,11,HEAVY
Tem-Seyrantepe,3,108,NORMAL
Kadikoy-Center,14,83,NORMAL
Minibus-Yolu,21,31,HEAVY
Tem-Seyrantepe,7,30,NORMAL
Bagdat-Caddesi,19,15,LOCKED
Basin-Ekspres,6,97,NORMAL
Levent-Buyukdere,3,117,NORMAL
Basin-Ekspres,11,75,NORMAL
Sahil-Kennedy,10,11,LOCKED
Kadikoy-Center,16,74,NORMAL
Sahil-Kennedy,19,20,HEAVY
E5-Beylikduzu,4,84,NORMAL
Sahil-Kennedy,21,89,NORMAL
Sahil-Kennedy,12,100,NORMAL
Besiktas-Coast,20,23,LOCKED
Sahil-Kennedy,3,76,NORMAL
Bagdat-Caddesi,16,76,NORMAL
Tem-Kavacik,17,32,NORMAL
Tem-Seyrantepe,3,24,HEAVY
Haliç-Bridge,3,95,NORMAL
Kadikoy-Center,16,31,HEAVY
Besiktas-Coast,17,16,HEAVY
E5-Beylikduzu,22,101,NORMAL
Basin-Ekspres,19,46,NORMAL
Kadikoy-Center,21,105,NORMAL
Besiktas-Coast,11,95,NORMAL
Minibus-Yolu,22,87,NORMAL
Kadikoy-Center,12,96,NORMAL
Basin-Ekspres,20,20,HEAVY
E5-Beylikduzu,22,93,NORMAL
Haliç-Bridge,14,81,NORMAL
E5-Bridge,3,25,HEAVY
E5-Bridge,18,20,HEAVY
E5-Bridge,14,120,NORMAL
E5-Bridge,22,96,NORMAL
E5-Bridge,4,100,NORMAL
Besiktas-Coast,6,94,NORMAL
Tem-Kavacik,1,117,NORMAL
Sahil-Kennedy,7,17,LOCKED
E5-Bridge,9,21,LOCKED
Besiktas-Coast,0,74,NORMAL
Sahil-Kennedy,3,101,NORMAL
Haliç-Bridge,22,98,NORMAL
Levent-Buyukdere,1,28,HEAVY
Haliç-Bridge,18,16,HEAVY
Tem-Kavacik,12,18,HEAVY
Besiktas-Coast,17,25,LOCKED
Levent-Buyukdere,19,36,NORMAL
Tem-Seyrantepe,7,9,HEAVY
Haliç-Bridge,13,94,NORMAL
Tem-Seyrantepe,21,90,NORMAL
Bagdat-Caddesi,3,11,HEAVY
Kadikoy-Center,1,96,NORMAL
Bagdat-Caddesi,17,19,HEAVY
Besiktas-Coast,15,76,NORMAL
Tem-Seyrantepe,16,101,NORMAL
Kadikoy-Center,10,51,NORMAL
Bagdat-Caddesi,15,106,NORMAL
Bagdat-Caddesi,16,83,NORMAL
Bagdat-Caddesi,21,102,NORMAL
Kadikoy-Center,0,79,NORMAL
Minibus-Yolu,18,52,NORMAL
E5-Beylikduzu,14,117,NORMAL
Tem-Kavacik,18,58,NORMAL
Kadikoy-Center,18,7,HEAVY
Levent-Buyukdere,17,54,NORMAL
E5-Bridge,23,110,NORMAL
Minibus-Yolu,19,12,LOCKED
Haliç-Bridge,7,25,HEAVY
E5-Beylikduzu,2,87,NORMAL
Sahil-Kennedy,1,73,NORMAL
Sahil-Kennedy,9,39,NORMAL
Levent-Buyukdere,0,86,NORMAL
Sahil-Kennedy,1,96,NORMAL
Basin-Ekspres,4,15,HEAVY
Sahil-Kennedy,5,88,NORMAL
Tem-Seyrantepe,19,14,HEAVY
Sahil-Kennedy,23,84,NORMAL
Tem-Kavacik,5,110,NORMAL
E5-Bridge,4,106,NORMAL
Sahil-Kennedy,10,27,LOCKED
Tem-Kavacik,11,104,NORMAL
E5-Bridge,22,115,NORMAL
Minibus-Yolu,12,118,NORMAL
Basin-Ekspres,2,71,NORMAL
Tem-Kavacik,9,5,HEAVY
Bagdat-Caddesi,8,11,HEAVY
Haliç-Bridge,10,25,LOCKED
Bagdat-Caddesi,7,23,HEAVY
Basin-Ekspres,20,11,HEAVY
Tem-Seyrantepe,16,119,NORMAL
Haliç-Bridge,5,104,NORMAL
Besiktas-Coast,18,60,NORMAL
E5-Beylikduzu,18,51,NORMAL
Haliç-Bridge,1,110,NORMAL
E5-Beylikduzu,17,17,LOCKED
Besiktas-Coast,15,102,NORMAL
Besiktas-Coast,9,31,NORMAL
Minibus-Yolu,21,81,NORMAL
Tem-Seyrantepe,10,35,NORMAL
Minibus-Yolu,7,6,LOCKED
Besiktas-Coast,13,113,NORMAL
Basin-Ekspres,2,120,NORMAL
Minibus-Yolu,9,19,LOCKED
Sahil-Kennedy,21,116,NORMAL
Tem-Kavacik,2,94,NORMAL
Sahil-Kennedy,2,77,NORMAL
Besiktas-Coast,13,83,NORMAL
Bagdat-Caddesi,12,77,NORMAL
E5-Beylikduzu,12,85,NORMAL
Besiktas-Coast,11,90,NORMAL
Besiktas-Coast,12,108,NORMAL
Basin-Ekspres,8,47,NORMAL
