road_id,hour,speed,congestion_status
Levent-Buyukdere,10,52,NORMAL
E5-Beylikduzu,16,79,NORMAL
Sahil-Kennedy,9,41,NORMAL
Basin-Ekspres,21,88,NORMAL
Kadikoy-Center,16,105,NORMAL
Sahil-Kennedy,1,108,NORMAL
E5-Beylikduzu,3,111,NORMAL
Minibus-Yolu,23,114,NORMAL
Basin-Ekspres,17,13,HEAVY
Basin-Ekspres,3,79,NORMAL
Tem-Seyrantepe,7,22,HEAVY
Haliç-Bridge,18,43,NORMAL
Tem-Seyrantepe,3,102,NORMAL
Basin-Ekspres,0,91,NORMAL
E5-Bridge,7,16,HEAVY
E5-Beylikduzu,22,72,NORMAL
Besiktas-Coast,3,82,NORMAL
E5-Beylikduzu,5,92,NORMAL
Basin-Ekspres,22,120,NORMAL
Haliç-Bridge,22,104,NORMAL
Minibus-Yolu,16,109,NORMAL
Haliç-Bridge,1,29,HEAVY
Tem-Seyrantepe,23,84,NORMAL
Tem-Kavacik,19,11,LOCKED
Tem-Kavacik,3,96,NORMAL
Haliç-Bridge,21,117,NORMAL
Kadikoy-Center,10,8,HEAVY
Levent-Buyukdere,11,103,NORMAL
Minibus-Yolu,5,89,NORMAL
Levent-Buyukdere,8,23,LOCKED
Sahil-Kennedy,21,87,NORMAL
Haliç-Bridge,1,86,NORMAL
Haliç-Bridge,9,29,HEAVY
Minibus-Yolu,9,37,NORMAL
Tem-Kavacik,0,79,NORMAL
Tem-Seyrantepe,1,110,NORMAL
E5-Beylikduzu,17,56,NORMAL
Besiktas-Coast,4,109,NORMAL
Minibus-Yolu,20,55,NORMAL
Basin-Ekspres,22,77,NORMAL
Tem-Kavacik,11,106,NORMAL
Minibus-Yolu,11,117,NORMAL
Minibus-Yolu,20,23,HEAVY
Tem-Kavacik,18,22,LOCKED
Kadikoy-Center,17,46,NORMAL
Minibus-Yolu,19,46,NORMAL
Basin-Ekspres,5,83,NORMAL
Levent-Buyukdere,12,28,HEAVY
Basin-Ekspres,19,7,HEAVY
Bagdat-Caddesi,11,37,HEAVY
Tem-Kavacik,11,75,NORMAL
Haliç-Bridge,6,111,NORMAL
Minibus-Yolu,10,53,NORMAL
Kadikoy-Center,21,90,NORMAL
Kadikoy-Center,21,87,NORMAL
Minibus-Yolu,15,89,NORMAL
E5-Bridge,10,30,HEAVY
Besiktas-Coast,13,93,NORMAL
E5-Bridge,11,113,NORMAL
Levent-Buyukdere,13,113,NORMAL
E5-Bridge,9,39,NORMAL
E5-Beylikduzu,16,113,NORMAL
Levent-Buyukdere,4,23,HEAVY
E5-Beylikduzu,6,93,NORMAL
Tem-Seyrantepe,3,116,NORMAL
Bagdat-Caddesi,23,109,NORMAL
E5-Beylikduzu,5,102,NORMAL
E5-Beylikduzu,7,21,LOCKED
Tem-Kavacik,12,112,NORMAL
Sahil-Kennedy,14,93,NORMAL
E5-Beylikduzu,17,9,HEAVY
Levent-Buyukdere,4,102,NORMAL
Bagdat-Caddesi,22,83,NORMAL
Haliç-Bridge,4,76,NORMAL
Basin-Ekspres,18,30,NORMAL
Haliç-Bridge,3,107,NORMAL
Levent-Buyukdere,16,84,NORMAL
E5-Bridge,17,20,HEAVY
Haliç-Bridge,19,48,NORMAL
Basin-Ekspres,21,78,NORMAL
Sahil-Kennedy,10,21,HEAVY
Basin-Ekspres,23,80,NORMAL
E5-Beylikduzu,19,24,LOCKED
Kadikoy-Center,20,57,NORMAL
E5-Beylikduzu,22,85,NORMAL
Haliç-Bridge,2,100,NORMAL
Levent-Buyukdere,14,90,NORMAL
Levent-Buyukdere,6,90,NORMAL
Levent-Buyukdere,22,105,NORMAL
Bagdat-Caddesi,18,6,HEAVY
Bagdat-Caddesi,10,29,HEAVY
E5-Bridge,11,116,NORMAL
Haliç-Bridge,2,82,NORMAL
Sahil-Kennedy,5,73,NORMAL
Besiktas-Coast,16,106,NORMAL
Basin-Ekspres,5,27,HEAVY
Minibus-Yolu,4,109,NORMAL
Bagdat-Caddesi,2,94,NORMAL
Sahil-Kennedy,5,80,NORMAL
Besiktas-Coast,3,86,NORMAL
E5-Beylikduzu,8,7,HEAVY
Kadikoy-Center,0,74,NORMAL
Bagdat-Caddesi,21,80,NORMAL
E5-Beylikduzu,2,105,NORMAL
Basin-Ekspres,6,80,NORMAL
E5-Beylikduzu,11,70,NORMAL
Basin-Ekspres,8,13,HEAVY
Kadikoy-Center,21,108,NORMAL
Sahil-Kennedy,2,119,NORMAL
Levent-Buyukdere,15,118,NORMAL
Levent-Buyukdere,14,113,NORMAL
E5-Bridge,3,70,NORMAL
Tem-Kavacik,16,70,NORMAL
Tem-Seyrantepe,12,112,NORMAL
E5-Bridge,20,42,NORMAL
Tem-Seyrantepe,18,24,HEAVY
Kadikoy-Center,0,90,NORMAL
Minibus-Yolu,5,120,NORMAL
Tem-Kavacik,5,83,NORMAL
Basin-Ekspres,17,7,LOCKED
E5-Bridge,21,81,NORMAL
Levent-Buyukdere,2,80,NORMAL
Kadikoy-Center,1,117,NORMAL
E5-Bridge,15,104,NORMAL
Minibus-Yolu,9,15,LOCKED
Haliç-Bridge,1,98,NORMAL
Tem-Kavacik,12,113,NORMAL
E5-Bridge,10,55,NORMAL
E5-Beylikduzu,18,45,NORMAL
Tem-Seyrantepe,13,90,NORMAL
Besiktas-Coast,3,77,NORMAL
E5-Beylikduzu,9,26,HEAVY
E5-Beylikduzu,11,77,NORMAL
Haliç-Bridge,3,36,HEAVY
E5-Bridge,16,85,NORMAL
Kadikoy-Center,10,27,LOCKED
E5-Bridge,3,82,NORMAL
Bagdat-Caddesi,2,90,NORMAL
Basin-Ekspres,0,105,NORMAL
Kadikoy-Center,14,119,NORMAL
Tem-Kavacik,8,11,LOCKED
Levent-Buyukdere,8,60,NORMAL
E5-Beylikduzu,5,109,NORMAL
E5-Bridge,13,70,NORMAL
Haliç-Bridge,11,75,NORMAL
Bagdat-Caddesi,2,94,NORMAL
Haliç-Bridge,18,49,NORMAL
Sahil-Kennedy,22,117,NORMAL
Tem-Kavacik,17,14,LOCKED
Minibus-Yolu,17,9,HEAVY
Bagdat-Caddesi,21,79,NORMAL
Sahil-Kennedy,22,114,NORMAL
Haliç-Bridge,21,116,NORMAL
Levent-Buyukdere,0,33,HEAVY
Sahil-Kennedy,0,100,NORMAL
Haliç-Bridge,12,91,NORMAL
Sahil-Kennedy,21,85,NORMAL
E5-Beylikduzu,4,80,NORMAL
Tem-Seyrantepe,18,22,LOCKED
Basin-Ekspres,10,10,HEAVY
Sahil-Kennedy,15,74,NORMAL
E5-Beylikduzu,11,94,NORMAL
Levent-Buyukdere,15,97,NORMAL
E5-Beylikduzu,2,85,NORMAL
Tem-Seyrantepe,9,59,NORMAL
Haliç-Bridge,3,116,NORMAL
Sahil-Kennedy,21,112,NORMAL
Besiktas-Coast,15,91,NORMAL
Bagdat-Caddesi,13,38,HEAVY
Tem-Kavacik,19,24,HEAVY
Tem-Kavacik,2,78,NORMAL
Besiktas-Coast,4,22,HEAVY
Kadikoy-Center,4,110,NORMAL
Bagdat-Caddesi,15,91,NORMAL
Sahil-Kennedy,7,21,HEAVY
Minibus-Yolu,22,23,HEAVY
Haliç-Bridge,10,48,NORMAL
Kadikoy-Center,16,74,NORMAL
Minibus-Yolu,5,71,NORMAL
E5-Bridge,22,108,NORMAL
Tem-Seyrantepe,19,23,HEAVY
Sahil-Kennedy,1,86,NORMAL
E5-Beylikduzu,7,50,NORMAL
Levent-Buyukdere,7,28,HEAVY
Bagdat-Caddesi,13,29,HEAVY
Besiktas-Coast,7,12,LOCKED
Tem-Kavacik,17,7,LOCKED
E5-Bridge,21,112,NORMAL
E5-Beylikduzu,5,120,NORMAL
Minibus-Yolu,4,16,HEAVY
E5-Beylikduzu,7,24,LOCKED
Tem-Seyrantepe,21,111,NORMAL
Tem-Seyrantepe,15,74,NORMAL
Besiktas-Coast,4,93,NORMAL
Haliç-Bridge,18,26,HEAVY
E5-Beylikduzu,2,118,NORMAL
E5-Bridge,7,16,LOCKED
Bagdat-Caddesi,20,27,LOCKED
E5-Bridge,15,108,NORMAL
Kadikoy-Center,4,97,NORMAL
Sahil-Kennedy,5,109,NORMAL
Tem-Kavacik,10,55,NORMAL
Minibus-Yolu,18,38,NORMAL
Bagdat-Caddesi,3,114,NORMAL
E5-Bridge,12,91,NORMAL
Sahil-Kennedy,5,97,NORMAL
E5-Beylikduzu,16,72,NORMAL
Bagdat-Caddesi,19,30,LOCKED
Basin-Ekspres,5,14,HEAVY
Tem-Seyrantepe,17,9,HEAVY
E5-Bridge,8,19,LOCKED
E5-Bridge,11,96,NORMAL
Bagdat-Caddesi,23,107,NORMAL
Tem-Kavacik,16,95,NORMAL
Minibus-Yolu,11,36,HEAVY
Tem-Kavacik,9,15,LOCKED
Tem-Kavacik,13,101,NORMAL
E5-Bridge,2,21,HEAVY
Besiktas-Coast,11,105,NORMAL
Tem-Kavacik,8,34,NORMAL
Bagdat-Caddesi,11,80,NORMAL
Haliç-Bridge,9,29,HEAVY
Sahil-Kennedy,10,34,NORMAL
Basin-Ekspres,7,7,HEAVY
Besiktas-Coast,14,85,NORMAL
Minibus-Yolu,6,113,NORMAL
Sahil-Kennedy,10,24,HEAVY
Besiktas-Coast,8,26,LOCKED
Sahil-Kennedy,17,30,NORMAL
Basin-Ekspres,17,11,LOCKED
Minibus-Yolu,12,93,NORMAL
Tem-Seyrantepe,20,6,LOCKED
Tem-Seyrantepe,19,28,LOCKED
Tem-Kavacik,15,111,NORMAL
Tem-Kavacik,22,114,NORMAL
Besiktas-Coast,15,90,NORMAL
E5-Beylikduzu,1,71,NORMAL
Tem-Seyrantepe,13,117,NORMAL
Bagdat-Caddesi,18,36,NORMAL
Haliç-Bridge,2,81,NORMAL
Levent-Buyukdere,17,55,NORMAL
E5-Beylikduzu,19,22,LOCKED
Tem-Seyrantepe,15,86,NORMAL
E5-Bridge,15,37,HEAVY
Minibus-Yolu,19,10,LOCKED
Tem-Kavacik,0,104,NORMAL
E5-Bridge,23,71,NORMAL
Basin-Ekspres,16,15,HEAVY
Minibus-Yolu,8,19,LOCKED
Levent-Buyukdere,0,22,HEAVY
E5-Beylikduzu,2,118,NORMAL
Besiktas-Coast,22,34,HEAVY
Sahil-Kennedy,16,112,NORMAL
Besiktas-Coast,22,72,NORMAL
E5-Beylikduzu,16,101,NORMAL
E5-Bridge,22,79,NORMAL
Besiktas-Coast,10,17,LOCKED
E5-Bridge,14,92,NORMAL
Sahil-Kennedy,23,109,NORMAL
Haliç-Bridge,9,24,LOCKED
E5-Bridge,11,94,NORMAL
E5-Beylikduzu,20,17,HEAVY
Bagdat-Caddesi,20,32,NORMAL
Besiktas-Coast,5,114,NORMAL
E5-Beylikduzu,18,8,HEAVY
Basin-Ekspres,11,83,NORMAL
Sahil-Kennedy,23,110,NORMAL
Minibus-Yolu,2,108,NORMAL
Haliç-Bridge,21,86,NORMAL
E5-Beylikduzu,17,13,LOCKED
Besiktas-Coast,14,101,NORMAL
Bagdat-Caddesi,16,16,HEAVY
Besiktas-Coast,21,115,NORMAL
E5-Bridge,7,5,LOCKED
E5-Beylikduzu,11,117,NORMAL
Minibus-Yolu,0,76,NORMAL
Tem-Seyrantepe,23,84,NORMAL
Basin-Ekspres,17,21,HEAVY
Basin-Ekspres,4,97,NORMAL
Besiktas-Coast,15,105,NORMAL
Besiktas-Coast,4,113,NORMAL
E5-Bridge,6,85,NORMAL
Besiktas-Coast,18,12,HEAVY
Minibus-Yolu,17,11,LOCKED
Bagdat-Caddesi,22,99,NORMAL
Basin-Ekspres,20,11,HEAVY
E5-Bridge,13,111,NORMAL
Sahil-Kennedy,20,30,LOCKED
Tem-Kavacik,3,93,NORMAL
Tem-Seyrantepe,22,89,NORMAL
Tem-Seyrantepe,20,26,LOCKED
Kadikoy-Center,20,29,LOCKED
Basin-Ekspres,6,118,NORMAL
Basin-Ekspres,10,14,HEAVY
E5-Bridge,18,18,HEAVY
Besiktas-Coast,15,113,NORMAL
Tem-Seyrantepe,8,56,NORMAL
Sahil-Kennedy,19,16,LOCKED
E5-Beylikduzu,15,115,NORMAL
Bagdat-Caddesi,22,89,NORMAL
Levent-Buyukdere,22,112,NORMAL
Tem-Kavacik,3,81,NORMAL
Haliç-Bridge,12,82,NORMAL
Sahil-Kennedy,1,71,NORMAL
Basin-Ekspres,18,11,LOCKED
E5-Beylikduzu,5,75,NORMAL
Basin-Ekspres,0,118,NORMAL
Kadikoy-Center,4,84,NORMAL
Minibus-Yolu,1,81,NORMAL
E5-Bridge,14,114,NORMAL
Besiktas-Coast,1,110,NORMAL
Besiktas-Coast,7,12,LOCKED
Kadikoy-Center,15,119,NORMAL
Tem-Kavacik,15,111,NORMAL
Levent-Buyukdere,20,22,LOCKED
Tem-Seyrantepe,3,84,NORMAL
E5-Beylikduzu,14,91,NORMAL
Haliç-Bridge,22,79,NORMAL
Tem-Kavacik,18,30,NORMAL
Tem-Kavacik,8,24,LOCKED
Haliç-Bridge,16,27,HEAVY
Levent-Buyukdere,2,112,NORMAL
Minibus-Yolu,21,110,NORMAL
Basin-Ekspres,15,120,NORMAL
E5-Bridge,10,12,LOCKED
Besiktas-Coast,8,34,NORMAL
Tem-Kavacik,2,29,HEAVY
Tem-Seyrantepe,12,76,NORMAL
Levent-Buyukdere,0,105,NORMAL
Levent-Buyukdere,18,55,NORMAL
Basin-Ekspres,6,81,NORMAL
Levent-Buyukdere,16,98,NORMAL
Haliç-Bridge,3,86,NORMAL
Kadikoy-Center,23,19,HEAVY
E5-Bridge,19,15,HEAVY
Sahil-Kennedy,3,71,NORMAL
Kadikoy-Center,13,19,HEAVY
Bagdat-Caddesi,15,87,NORMAL
E5-Beylikduzu,14,91,NORMAL
Tem-Seyrantepe,21,102,NORMAL
Bagdat-Caddesi,22,110,NORMAL
Haliç-Bridge,23,77,NORMAL
Kadikoy-Center,6,115,NORMAL
Kadikoy-Center,19,29,HEAVY
Kadikoy-Center,14,97,NORMAL
Basin-Ekspres,6,79,NORMAL
E5-Beylikduzu,7,15,LOCKED
Tem-Seyrantepe,21,91,NORMAL
Basin-Ekspres,0,93,NORMAL
Bagdat-Caddesi,19,28,LOCKED
Haliç-Bridge,5,25,HEAVY
Minibus-Yolu,2,70,NORMAL
Besiktas-Coast,18,25,LOCKED
Tem-Kavacik,9,34,NORMAL
E5-Beylikduzu,1,70,NORMAL
Sahil-Kennedy,7,24,HEAVY
Kadikoy-Center,7,25,LOCKED
Haliç-Bridge,21,86,NORMAL
Tem-Seyrantepe,2,87,NORMAL
Haliç-Bridge,3,76,NORMAL
Kadikoy-Center,2,105,NORMAL
Haliç-Bridge,16,19,HEAVY
Tem-Kavacik,7,29,HEAVY
Besiktas-Coast,12,91,NORMAL
Haliç-Bridge,19,7,HEAVY
E5-Bridge,12,71,NORMAL
Basin-Ekspres,23,79,NORMAL
Minibus-Yolu,17,12,HEAVY
Besiktas-Coast,6,109,NORMAL
Tem-Seyrantepe,18,27,HEAVY
Kadikoy-Center,11,76,NORMAL
Levent-Buyukdere,6,87,NORMAL
E5-Bridge,4,90,NORMAL
Tem-Kavacik,20,5,LOCKED
E5-Bridge,19,8,LOCKED
E5-Bridge,3,82,NORMAL
Besiktas-Coast,17,55,NORMAL
E5-Bridge,18,17,LOCKED
E5-Bridge,1,116,NORMAL
Haliç-Bridge,19,15,LOCKED
Tem-Kavacik,23,108,NORMAL
Besiktas-Coast,19,34,NORMAL
Sahil-Kennedy,0,109,NORMAL
E5-Bridge,8,22,LOCKED
E5-Bridge,23,116,NORMAL
Minibus-Yolu,18,18,LOCKED
Minibus-Yolu,2,16,HEAVY
Levent-Buyukdere,5,113,NORMAL
Levent-Buyukdere,1,10,HEAVY
Basin-Ekspres,19,35,NORMAL
Minibus-Yolu,6,83,NORMAL
Bagdat-Caddesi,15,103,NORMAL
Kadikoy-Center,15,83,NORMAL
Haliç-Bridge,16,119,NORMAL
E5-Bridge,6,85,NORMAL
Kadikoy-Center,11,77,NORMAL
Minibus-Yolu,14,71,NORMAL
Levent-Buyukdere,18,29,LOCKED
Levent-Buyukdere,15,114,NORMAL
Tem-Kavacik,23,103,NORMAL
Bagdat-Caddesi,10,55,NORMAL
Sahil-Kennedy,1,100,NORMAL
Tem-Seyrantepe,19,13,HEAVY
Besiktas-Coast,10,59,NORMAL
Besiktas-Coast,3,107,NORMAL
Sahil-Kennedy,20,20,HEAVY
Sahil-Kennedy,0,112,NORMAL
Bagdat-Caddesi,14,104,NORMAL
E5-Beylikduzu,0,106,NORMAL
Bagdat-Caddesi,15,82,NORMAL
Besiktas-Coast,5,92,NORMAL
E5-Bridge,9,19,LOCKED
E5-Beylikduzu,14,101,NORMAL
Tem-Seyrantepe,0,105,NORMAL
Tem-Seyrantepe,23,104,NORMAL
Kadikoy-Center,8,15,LOCKED
Sahil-Kennedy,3,24,HEAVY
Levent-Buyukdere,6,119,NORMAL
Minibus-Yolu,2,118,NORMAL
Levent-Buyukdere,0,26,HEAVY
Besiktas-Coast,0,70,NORMAL
E5-Bridge,10,15,LOCKED
E5-Bridge,8,57,NORMAL
E5-Bridge,10,24,HEAVY
E5-Bridge,1,98,NORMAL
Bagdat-Caddesi,13,92,NORMAL
Minibus-Yolu,1,80,NORMAL
Levent-Buyukdere,20,17,HEAVY
Minibus-Yolu,19,31,NORMAL
E5-Beylikduzu,10,21,LOCKED
Minibus-Yolu,18,24,LOCKED
Tem-Kavacik,1,84,NORMAL
Sahil-Kennedy,9,45,NORMAL
E5-Bridge,14,20,HEAVY
Sahil-Kennedy,17,27,LOCKED
E5-Beylikduzu,13,85,NORMAL
Minibus-Yolu,15,91,NORMAL
Tem-Kavacik,0,120,NORMAL
Sahil-Kennedy,0,106,NORMAL
Levent-Buyukdere,1,104,NORMAL
E5-Bridge,2,93,NORMAL
E5-Beylikduzu,15,90,NORMAL
Levent-Buyukdere,3,116,NORMAL
Levent-Buyukdere,14,96,NORMAL
Sahil-Kennedy,11,111,NORMAL
E5-Bridge,10,7,LOCKED
E5-Bridge,2,70,NORMAL
Tem-Seyrantepe,9,9,HEAVY
E5-Beylikduzu,14,74,NORMAL
Levent-Buyukdere,4,94,NORMAL
Haliç-Bridge,14,34,HEAVY
Tem-Seyrantepe,22,36,HEAVY
Kadikoy-Center,19,8,LOCKED
E5-Beylikduzu,23,70,NORMAL
Besiktas-Coast,19,22,LOCKED
Haliç-Bridge,16,116,NORMAL
Tem-Seyrantepe,2,91,NORMAL
E5-Beylikduzu,23,108,NORMAL
Tem-Kavacik,4,80,NORMAL
Sahil-Kennedy,21,116,NORMAL
E5-Beylikduzu,8,16,LOCKED
Haliç-Bridge,0,109,NORMAL
Sahil-Kennedy,8,55,NORMAL
Kadikoy-Center,18,18,HEAVY
E5-Beylikduzu,19,25,LOCKED
E5-Bridge,19,54,NORMAL
Kadikoy-Center,12,77,NORMAL
Minibus-Yolu,10,19,LOCKED
E5-Bridge,9,57,NORMAL
E5-Bridge,17,23,LOCKED
Haliç-Bridge,2,87,NORMAL
Haliç-Bridge,15,81,NORMAL
Bagdat-Caddesi,6,83,NORMAL
Besiktas-Coast,11,23,HEAVY
Besiktas-Coast,20,25,HEAVY
Minibus-Yolu,21,75,NORMAL
E5-Bridge,22,108,NORMAL
Basin-Ekspres,0,115,NORMAL
Haliç-Bridge,10,16,LOCKED
Tem-Kavacik,16,75,NORMAL
Levent-Buyukdere,19,9,LOCKED
Tem-Kavacik,3,111,NORMAL
Sahil-Kennedy,15,109,NORMAL
Haliç-Bridge,21,108,NORMAL
Tem-Seyrantepe,20,8,HEAVY
Levent-Buyukdere,1,91,NORMAL
E5-Bridge,10,50,NORMAL
Basin-Ekspres,15,116,NORMAL
Tem-Kavacik,3,100,NORMAL
Levent-Buyukdere,2,107,NORMAL
Levent-Buyukdere,1,102,NORMAL
Basin-Ekspres,2,83,NORMAL
Besiktas-Coast,23,71,NORMAL
E5-Beylikduzu,16,23,HEAVY
Levent-Buyukdere,12,113,NORMAL
Minibus-Yolu,15,106,NORMAL
Haliç-Bridge,14,88,NORMAL
Kadikoy-Center,9,8,LOCKED
Haliç-Bridge,10,6,LOCKED
Minibus-Yolu,18,30,HEAVY
E5-Beylikduzu,10,27,HEAVY
Haliç-Bridge,8,9,LOCKED
Tem-Kavacik,21,78,NORMAL
Levent-Buyukdere,7,24,LOCKED
Kadikoy-Center,15,113,NORMAL
Tem-Seyrantepe,2,109,NORMAL
E5-Beylikduzu,23,113,NORMAL
Bagdat-Caddesi,3,112,NORMAL
Basin-Ekspres,14,100,NORMAL
Basin-Ekspres,16,113,NORMAL
E5-Bridge,13,79,NORMAL
Levent-Buyukdere,8,13,HEAVY
Haliç-Bridge,12,81,NORMAL
E5-Bridge,2,115,NORMAL
Tem-Kavacik,17,44,NORMAL
Sahil-Kennedy,16,87,NORMAL
Haliç-Bridge,10,13,HEAVY
E5-Beylikduzu,17,53,NORMAL
Besiktas-Coast,6,78,NORMAL
E5-Bridge,18,16,LOCKED
E5-Beylikduzu,17,16,HEAVY
Haliç-Bridge,21,89,NORMAL
Haliç-Bridge,11,89,NORMAL
Kadikoy-Center,21,88,NORMAL
Levent-Buyukdere,19,25,HEAVY
Bagdat-Caddesi,18,56,NORMAL
E5-Beylikduzu,21,85,NORMAL
Tem-Seyrantepe,0,39,HEAVY
Tem-Kavacik,2,13,HEAVY
Basin-Ekspres,18,27,LOCKED
Tem-Kavacik,18,29,HEAVY
Tem-Seyrantepe,7,32,NORMAL
Bagdat-Caddesi,13,98,NORMAL
Kadikoy-Center,1,71,NORMAL
Besiktas-Coast,12,93,NORMAL
Levent-Buyukdere,18,27,LOCKED
Minibus-Yolu,19,41,NORMAL
E5-Beylikduzu,0,81,NORMAL
Tem-Kavacik,16,112,NORMAL
Kadikoy-Center,12,116,NORMAL
Basin-Ekspres,21,104,NORMAL
Bagdat-Caddesi,10,24,HEAVY
Sahil-Kennedy,4,71,NORMAL
Sahil-Kennedy,13,90,NORMAL
Besiktas-Coast,13,86,NORMAL
Tem-Seyrantepe,3,90,NORMAL
Basin-Ekspres,4,107,NORMAL
E5-Bridge,6,92,NORMAL
Tem-Seyrantepe,12,34,HEAVY
Bagdat-Caddesi,20,20,LOCKED
Sahil-Kennedy,3,111,NORMAL
Minibus-Yolu,18,25,LOCKED
Besiktas-Coast,21,110,NORMAL
Sahil-Kennedy,2,110,NORMAL
Haliç-Bridge,10,23,HEAVY
Kadikoy-Center,0,94,NORMAL
Bagdat-Caddesi,13,114,NORMAL
Sahil-Kennedy,7,6,HEAVY
E5-Beylikduzu,5,84,NORMAL
Haliç-Bridge,7,16,LOCKED
Besiktas-Coast,9,11,LOCKED
Bagdat-Caddesi,14,83,NORMAL
E5-Bridge,8,26,LOCKED
Haliç-Bridge,4,116,NORMAL
Bagdat-Caddesi,6,110,NORMAL
Bagdat-Caddesi,3,118,NORMAL
Bagdat-Caddesi,9,12,HEAVY
Tem-Kavacik,17,12,HEAVY
Besiktas-Coast,18,22,LOCKED
Minibus-Yolu,20,27,HEAVY
Haliç-Bridge,5,113,NORMAL
Tem-Kavacik,21,19,HEAVY
Kadikoy-Center,6,99,NORMAL
Besiktas-Coast,9,16,LOCKED
Levent-Buyukdere,19,17,HEAVY
Levent-Buyukdere,19,27,LOCKED
Kadikoy-Center,0,119,NORMAL
Besiktas-Coast,9,42,NORMAL
Tem-Kavacik,20,38,NORMAL
Minibus-Yolu,19,36,NORMAL
Besiktas-Coast,10,52,NORMAL
Tem-Kavacik,9,15,HEAVY
Tem-Seyrantepe,3,78,NORMAL
Besiktas-Coast,1,94,NORMAL
Kadikoy-Center,3,105,NORMAL
Minibus-Yolu,8,30,HEAVY
E5-Beylikduzu,19,26,LOCKED
Tem-Seyrantepe,7,29,LOCKED
E5-Bridge,0,73,NORMAL
Kadikoy-Center,3,107,NORMAL
Tem-Seyrantepe,4,108,NORMAL
Tem-Seyrantepe,18,14,LOCKED
Haliç-Bridge,1,28,HEAVY
Haliç-Bridge,1,80,NORMAL
E5-Bridge,8,17,LOCKED
E5-Beylikduzu,23,101,NORMAL
Tem-Seyrantepe,8,57,NORMAL
Haliç-Bridge,2,80,NORMAL
Besiktas-Coast,3,77,NORMAL
Sahil-Kennedy,6,70,NORMAL
E5-Bridge,6,117,NORMAL
E5-Bridge,21,103,NORMAL
E5-Beylikduzu,4,82,NORMAL
Haliç-Bridge,23,74,NORMAL
E5-Bridge,7,9,LOCKED
Levent-Buyukdere,11,94,NORMAL
Tem-Kavacik,1,89,NORMAL
Haliç-Bridge,1,120,NORMAL
Besiktas-Coast,8,21,LOCKED
Sahil-Kennedy,10,16,LOCKED
E5-Beylikduzu,0,112,NORMAL
Besiktas-Coast,17,6,HEAVY
Basin-Ekspres,9,57,NORMAL
E5-Bridge,8,14,LOCKED
Bagdat-Caddesi,22,101,NORMAL
E5-Bridge,3,88,NORMAL
Basin-Ekspres,18,11,LOCKED
Levent-Buyukdere,14,79,NORMAL
Sahil-Kennedy,12,113,NORMAL
Levent-Buyukdere,23,91,NORMAL
Sahil-Kennedy,15,115,NORMAL
Sahil-Kennedy,8,6,HEAVY
Basin-Ekspres,9,16,HEAVY
Basin-Ekspres,18,11,LOCKED
Levent-Buyukdere,18,57,NORMAL
Tem-Seyrantepe,8,17,HEAVY
Tem-Seyrantepe,8,5,LOCKED
Haliç-Bridge,11,114,NORMAL
Bagdat-Caddesi,11,106,NORMAL
E5-Bridge,18,5,LOCKED
Bagdat-Caddesi,20,26,LOCKED
Bagdat-Caddesi,14,95,NORMAL
Sahil-Kennedy,23,96,NORMAL
E5-Bridge,9,5,LOCKED
E5-Bridge,5,78,NORMAL
E5-Bridge,7,55,NORMAL
Tem-Seyrantepe,7,43,NORMAL
Basin-Ekspres,2,100,NORMAL
Tem-Seyrantepe,9,31,NORMAL
Minibus-Yolu,21,94,NORMAL
Tem-Kavacik,7,51,NORMAL
Tem-Kavacik,10,30,NORMAL
E5-Beylikduzu,3,89,NORMAL
Sahil-Kennedy,16,35,HEAVY
Bagdat-Caddesi,1,109,NORMAL
Tem-Kavacik,16,106,NORMAL
Kadikoy-Center,7,7,LOCKED
E5-Beylikduzu,16,119,NORMAL
Sahil-Kennedy,3,76,NORMAL
Kadikoy-Center,12,114,NORMAL
Kadikoy-Center,23,102,NORMAL
Sahil-Kennedy,17,15,LOCKED
Haliç-Bridge,11,105,NORMAL
Sahil-Kennedy,19,12,HEAVY
Haliç-Bridge,7,22,LOCKED
Besiktas-Coast,23,73,NORMAL
Minibus-Yolu,12,71,NORMAL
Bagdat-Caddesi,5,74,NORMAL
Levent-Buyukdere,19,13,LOCKED
Minibus-Yolu,5,113,NORMAL
Besiktas-Coast,6,21,HEAVY
Tem-Seyrantepe,1,101,NORMAL
Basin-Ekspres,23,115,NORMAL
Tem-Seyrantepe,23,90,NORMAL
Bagdat-Caddesi,14,105,NORMAL
E5-Bridge,10,9,HEAVY
Basin-Ekspres,8,25,LOCKED
Besiktas-Coast,20,8,LOCKED
Levent-Buyukdere,18,19,LOCKED
Minibus-Yolu,7,13,LOCKED
Bagdat-Caddesi,11,103,NORMAL
Tem-Seyrantepe,14,118,NORMAL
E5-Beylikduzu,12,70,NORMAL
E5-Bridge,13,114,NORMAL
Basin-Ekspres,7,7,HEAVY
Sahil-Kennedy,4,118,NORMAL
E5-Bridge,7,10,LOCKED
E5-Beylikduzu,11,38,HEAVY
Tem-Seyrantepe,11,98,NORMAL
Minibus-Yolu,6,101,NORMAL
Sahil-Kennedy,14,90,NORMAL
Tem-Seyrantepe,17,26,HEAVY
Kadikoy-Center,21,109,NORMAL
Besiktas-Coast,15,70,NORMAL
Levent-Buyukdere,13,81,NORMAL
Haliç-Bridge,15,79,NORMAL
Sahil-Kennedy,16,105,NORMAL
